element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,9,"=""""","=""""","=""127.2838""","=""0.0007""","=""""","=""1.044e+08""",AA,"=""(7299818.12)""","=""(7378382.742)""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""1""",,"=""T7543LS""","=""""",
Ne,4,"=""127.4522""","=""0.0010""","=""127.4515""","=""0.0006""","=""6""","=""""",,"=""488500.56+z""","=""566961.8+z""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""""","=""L2677""",
Ne,9,"=""""","=""""","=""127.7727""","=""0.0007""","=""""","=""1.032e+08""",AA,"=""(7299818.12)""","=""(7378082.095)""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""0""",,"=""T7543LS""","=""""",
Ne,4,"=""128.0592""","=""0.0010""","=""128.0617""","=""0.0007""","=""2""","=""""",,"=""531331.62+z""","=""609419.00+z""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""",,"=""""","=""L12402""",
Ne,4,"=""128.1176""","=""0.0010""","=""128.1184""","=""0.0005""","=""10""","=""""",,"=""489207.75+z""","=""567260.57+z""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""""","=""L2677""",
Ne,4,"=""128.6106""","=""0.0010""","=""128.6107""","=""0.0007""","=""4""","=""""",,"=""489207.75+z""","=""566961.8+z""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""""","=""L2677""",
Ne,3,"=""128.8004""","=""""","=""128.79996""","=""0.00016""","=""200""","=""""",,"=""435555.356""","=""513195.13""","=""2s2.2p3.(2D*).3d""","=""3F*""","=""3""","=""2s2.2p3.(2D*).5f""","=""3G""","=""4""",,"=""""","=""L10704""",
Ne,3,"=""128.9569""","=""""","=""128.9564""","=""0.0003""","=""200""","=""3.7e+08""",D,"=""435608.467""","=""513154.05""","=""2s2.2p3.(2D*).3d""","=""3F*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3G""","=""5""",,"=""T8046""","=""L10704""",
Ne,2,"=""129.3902""","=""0.0005""","=""129.390220""","=""0.000008""","=""140""","=""""",,"=""217047.598""","=""294333.192""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(3P).4p""","=""2P*""","=""1/2""",,"=""""","=""L1406""",
Ne,3,"=""129.557""","=""""","=""129.5504""","=""0.0007""","=""500l*""","=""4.7e+08""",D,"=""394681.481+x""","=""471871.5+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""4""","=""2s2.2p3.(4S*).5f""","=""5F""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""129.557""","=""""","=""129.5548""","=""0.0007""","=""500l*""","=""3.9e+08""",D,"=""394684.08+x""","=""471871.5+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""3""","=""2s2.2p3.(4S*).5f""","=""5F""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""129.557""","=""""","=""129.5608""","=""0.0007""","=""500l*""","=""3.2e+08""",D,"=""394687.67+x""","=""471871.5+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""2""","=""2s2.2p3.(4S*).5f""","=""5F""","=""3""",,"=""T8046""","=""L10704""",
Ne,3,"=""129.557""","=""""","=""129.5659""","=""0.0007""","=""500l*""","=""2.6e+08""",D,"=""394690.72+x""","=""471871.5+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""1""","=""2s2.2p3.(4S*).5f""","=""5F""","=""2""",,"=""T8046""","=""L10704""",
Ne,3,"=""129.557""","=""""","=""129.5688""","=""0.0007""","=""500l*""","=""2.2e+08""",D,"=""394692.40+x""","=""471871.5+x""","=""2s2.2p3.(4S*).3d""","=""5D*""","=""0""","=""2s2.2p3.(4S*).5f""","=""5F""","=""1""",,"=""T8046""","=""L10704""",
Ne,2,"=""129.8046""","=""0.0005""","=""129.804616""","=""0.000008""","=""160""","=""""",,"=""217047.598""","=""294086.4608""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L1406""",
Ne,3,"=""130.5091""","=""""","=""130.5095""","=""0.0004""","=""180""","=""""",,"=""436574.426""","=""513197.2""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""1H""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""130.5265""","=""""","=""130.52686""","=""0.00024""","=""120""","=""""",,"=""436597.709""","=""513210.29""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""3""","=""2s2.2p3.(2D*).5f""","=""1G""","=""4""",,"=""""","=""L10704""",
Ne,3,"=""130.5374""","=""""","=""130.5376""","=""0.0003""","=""140""","=""7.4e+07""",D,"=""436547.744""","=""513154.05""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""5""","=""2s2.2p3.(2D*).5f""","=""3G""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""130.5589""","=""""","=""130.5593""","=""0.0004""","=""300""","=""4.8e+08""",D,"=""436547.744""","=""513141.3""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""5""","=""2s2.2p3.(2D*).5f""","=""3H""","=""6""",,"=""T8046""","=""L10704""",
Ne,3,"=""130.603""","=""""","=""130.6073""","=""0.0005""","=""240c,bl""","=""""",,"=""436574.426""","=""513139.8""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3H""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""130.6130""","=""""","=""130.6131""","=""0.0004""","=""200""","=""4.6e+08""",D,"=""436597.709""","=""513159.7""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""3""","=""2s2.2p3.(2D*).5f""","=""3H""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""130.7890""","=""""","=""130.7890""","=""0.0007""","=""100""","=""""",,"=""435515.599""","=""511974.6""","=""2s2.2p3.(2D*).3d""","=""3F*""","=""2""","=""2s2.2p3.(2P*).4f""","=""3G""","=""3""",,"=""""","=""L10704""",
Ne,3,"=""130.8239""","=""""","=""130.82393""","=""0.00025""","=""90""","=""6.8e+07""",D,"=""436771.674""","=""513210.29""","=""2s2.2p3.(2D*).3d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""1G""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""130.8468""","=""""","=""130.8463""","=""0.0004""","=""180""","=""""",,"=""436771.674""","=""513197.2""","=""2s2.2p3.(2D*).3d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""1H""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""130.8716""","=""""","=""130.8713""","=""0.0005""","=""140""","=""""",,"=""435555.356""","=""511966.3""","=""2s2.2p3.(2D*).3d""","=""3F*""","=""3""","=""2s2.2p3.(2P*).4f""","=""3G""","=""4""",,"=""""","=""L10704""",
Ne,8,"=""""","=""""","=""130.93""","=""0.05""","=""""","=""7.62e+07""",A,"=""[1781495]""","=""[1857869]""","=""1s2.7s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""""",,"=""T7495""","=""""",
Ne,3,"=""130.945""","=""""","=""130.9447""","=""0.0005""","=""200l""","=""""",,"=""436771.674""","=""513139.8""","=""2s2.2p3.(2D*).3d""","=""1G*""","=""4""","=""2s2.2p3.(2D*).5f""","=""3H""","=""5""",,"=""""","=""L10704""",
Ne,3,"=""130.9732""","=""""","=""130.9731""","=""0.0005""","=""180""","=""""",,"=""435608.467""","=""511960.0""","=""2s2.2p3.(2D*).3d""","=""3F*""","=""4""","=""2s2.2p3.(2P*).4f""","=""3G""","=""5""",,"=""""","=""L10704""",
Ne,4,"=""130.9980""","=""0.0010""","=""130.9979""","=""0.0010""","=""1""","=""""",,"=""639949.2+y""","=""716286.3+y""","=""2s2.2p2.(1S).3d""","=""2D""","=""5/2""","=""2s2.2p2.(1S).4p""","=""2P*""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.4463""","=""0.0010""","=""131.4449""","=""0.0010""","=""1*""","=""""",,"=""662845.9+x""","=""738923.4+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""9/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""7/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.4463""","=""0.0010""","=""131.4507""","=""0.0010""","=""1*""","=""""",,"=""662849.24+x""","=""738923.4+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""7/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""7/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.4697""","=""0.0010""","=""131.4688""","=""0.0009""","=""1""","=""""",,"=""561156.00+z""","=""637219.7+z""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""",,"=""""","=""L12402""",
Ne,4,"=""131.5056""","=""0.0020""","=""131.5041""","=""0.0016""","=""1bl""","=""""",,"=""662849.24+x""","=""738892.5+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""7/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""5/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.5142""","=""0.0020""","=""131.5159""","=""0.0014""","=""1bl""","=""""",,"=""662856.05+x""","=""738892.5+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""5/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""5/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.549""","=""0.003""","=""131.5465""","=""0.0022""","=""1bl,w""","=""""",,"=""662856.05+x""","=""738874.8+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""5/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.559""","=""0.003""","=""131.5576""","=""0.0022""","=""1bl,w*""","=""""",,"=""662862.46+x""","=""738874.8+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""3/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""131.559""","=""0.003""","=""131.5649""","=""0.0023""","=""1bl,w*""","=""""",,"=""662866.7+x""","=""738874.8+x""","=""2s.2p3.(5S*).3d""","=""6D*""","=""1/2""","=""2s.2p3.(5S*).4p""","=""6P""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,7,"=""""","=""""","=""131.974""","=""0.009""","=""""","=""1.1e+05""",C,"=""214951.6""","=""290724""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""3P""","=""2""",,"=""u34""","=""""",
Ne,4,"=""132.1513""","=""0.0010""","=""132.1520""","=""0.0009""","=""6""","=""""",,"=""579328.17+z""","=""654998.6+z""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""132.6328""","=""0.0010""","=""132.6322""","=""0.0009""","=""6""","=""""",,"=""579602.15+z""","=""654998.6+z""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L12402,L17865""",
Ne,3,"=""132.9244""","=""""","=""132.9237""","=""0.0004""","=""30""","=""""",,"=""436832.07""","=""512063.2""","=""2s2.2p3.(2D*).3d""","=""3D*""","=""3""","=""2s2.2p3.(2P*).4f""","=""3F""","=""4""",,"=""""","=""L10704""",
Ne,3,"=""133.4130""","=""""","=""133.4123""","=""0.0004""","=""50""","=""""",,"=""406332.411""","=""481288.0""","=""2s2.2p3.(2D*).3p""","=""1D""","=""2""","=""2s2.2p3.(2P*).4s""","=""1P*""","=""1""",,"=""""","=""L10704""",
Ne,4,"=""133.4855""","=""0.0010""","=""133.4860""","=""0.0009""","=""1""","=""""",,"=""605640.26+z""","=""680554.5+z""","=""2s2.2p2.(1D).3d""","=""2F""","=""7/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""7/2""",,"=""""","=""L12402,L17865""",
Ne,7,"=""""","=""""","=""133.530""","=""0.005""","=""""","=""2.4e+03""",C,"=""214951.6""","=""289841.1""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""3P""","=""1""",,"=""u34""","=""""",
Ne,4,"=""133.7403""","=""0.0010""","=""133.7385""","=""0.0007""","=""1""","=""""",,"=""573259.24+z""","=""648032.0+z""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""""","=""L12402""",
Ne,4,"=""133.8329""","=""0.0010""","=""133.8324""","=""0.0009""","=""1""","=""""",,"=""605782.5+z""","=""680502.8+z""","=""2s2.2p2.(1D).3d""","=""2F""","=""5/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""5/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""133.8929""","=""0.0010""","=""133.8931""","=""0.0011""","=""1""","=""""",,"=""572977.08+z""","=""647663.5+z""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""""","=""L12402""",
Ne,4,"=""134.2253""","=""0.0010""","=""134.2249""","=""0.0011""","=""4""","=""""",,"=""572780.1+z""","=""647281.9+z""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""""","=""L12402""",
Ne,4,"=""134.3574""","=""0.0010""","=""134.3575""","=""0.0011""","=""9""","=""""",,"=""572977.08+z""","=""647405.4+z""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""""","=""L12402""",
Ne,4,"=""134.4029""","=""0.0020""","=""134.4009""","=""0.0011""","=""4c*""","=""""",,"=""573259.24+z""","=""647663.5+z""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""""","=""L12402""",
Ne,4,"=""134.4029""","=""0.0020""","=""134.4041""","=""0.0009""","=""4c*""","=""""",,"=""573629.5+z""","=""648032.0+z""","=""2s2.2p2.(3P).3d""","=""4F""","=""9/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""""","=""L12402""",
Ne,7,"=""""","=""""","=""134.447""","=""0.005""","=""""","=""3.2e+04""",D,"=""214951.6""","=""289330.4""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p2""","=""3P""","=""0""",,"=""u34""","=""""",
Ne,8,"=""""","=""""","=""134.94""","=""0.05""","=""""","=""1.31e+08""",A,"=""[1784078]""","=""[1858187]""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.10d""","=""2D""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""135.01""","=""0.05""","=""""","=""1.04e+08""",A,"=""[1784116]""","=""[1858187]""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""""",,"=""T7495LS""","=""""",
Ne,3,"=""135.4112""","=""""","=""135.40998""","=""0.00012""","=""90""","=""""",,"=""398178.14""","=""472027.94""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""","=""2s2.2p3.(2D*).4p""","=""3F""","=""2""",,"=""""","=""L10704""",
Ne,3,"=""135.4325""","=""""","=""135.43288""","=""0.00012""","=""120""","=""""",,"=""398182.766""","=""472020.08""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(2D*).4p""","=""3F""","=""3""",,"=""""","=""L10704""",
Ne,2,"=""135.4451""","=""0.0004""","=""135.44530""","=""0.00017""","=""19w""","=""""",,"=""254164.9888""","=""327995.53""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2S""","=""1/2""",,"=""""","=""L11529""",
Ne,3,"=""135.4683""","=""""","=""135.46903""","=""0.00012""","=""160""","=""""",,"=""398195.511""","=""472013.12""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(2D*).4p""","=""3F""","=""4""",,"=""""","=""L10704""",
Ne,4,"=""135.6236""","=""0.0010""","=""135.6239""","=""0.0009""","=""6""","=""""",,"=""580384.5+z""","=""654117.8+z""","=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L12402""",
Ne,3,"=""135.6624""","=""""","=""135.6629""","=""0.0003""","=""200""","=""3.5e+08""",D,"=""398178.14""","=""471890.24""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""","=""2s2.2p3.(4S*).5f""","=""3F""","=""2""",,"=""T8046""","=""L10704""",
Ne,4,"=""135.6640""","=""0.0010""","=""135.6640""","=""0.0009""","=""3""","=""""",,"=""579676.2+z""","=""653387.7+z""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L12402""",
Ne,3,"=""135.6714""","=""""","=""135.67154""","=""0.00021""","=""240""","=""3.7e+08""",D,"=""398182.766""","=""471890.19""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).5f""","=""3F""","=""3""",,"=""T8046""","=""L11529""",
Ne,2,"=""135.67905""","=""0.00020""","=""135.67902""","=""0.00017""","=""14""","=""""",,"=""254292.1683""","=""327995.53""","=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4d""","=""2S""","=""1/2""",,"=""""","=""L11529""",
Ne,3,"=""135.6956""","=""""","=""135.69589""","=""0.00017""","=""300w""","=""4.1e+08""",D,"=""398195.511""","=""471889.71""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).5f""","=""3F""","=""4""",,"=""T8046""","=""L11529""",
Ne,4,"=""135.9705""","=""0.0010""","=""135.9701""","=""0.0009""","=""6""","=""""",,"=""607008.93+z""","=""680554.5+z""","=""2s2.2p2.(1D).3d""","=""2G""","=""9/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""7/2""",,"=""""","=""L12402,L17865""",
Ne,4,"=""136.0814""","=""0.0010""","=""136.0816""","=""0.0009""","=""3""","=""""",,"=""607017.5+z""","=""680502.8+z""","=""2s2.2p2.(1D).3d""","=""2G""","=""7/2""","=""2s2.2p2.(1D).4p""","=""2F*""","=""5/2""",,"=""""","=""L12402,L17865""",
Ne,8,"=""""","=""""","=""136.65""","=""0.04""","=""""","=""2.15e+08""",A,"=""[1785029]""","=""[1858210.3]""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.10f""","=""2F*""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""136.67""","=""0.04""","=""""","=""1.38e+08""",A,"=""[1785041]""","=""[1858210.3]""","=""1s2.7d""","=""2D""","=""5/2""","=""1s2.10f""","=""2F*""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""136.78""","=""0.04""","=""""","=""2.91e+08""",A,"=""[1785103]""","=""[1858213.1]""","=""1s2.7f""","=""2F*""","=""""","=""1s2.10g""","=""2G""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""136.79""","=""0.04""","=""""","=""3.24e+08""",A,"=""[1785111.4]""","=""[1858214.3]""","=""1s2.7g""","=""2G""","=""""","=""1s2.10h""","=""2H*""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""136.80""","=""0.04""","=""""","=""8.6e+05""",A,"=""[1785117.1]""","=""[1858214.3]""","=""1s2.7i""","=""2I""","=""""","=""1s2.10h""","=""2H*""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""136.80""","=""0.04""","=""""","=""3.88e+06""",A,"=""[1785115.0]""","=""[1858213.1]""","=""1s2.7h""","=""2H*""","=""""","=""1s2.10g""","=""2G""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""136.80""","=""0.04""","=""""","=""1.08e+07""",A,"=""[1785111.4]""","=""[1858210.3]""","=""1s2.7g""","=""2G""","=""""","=""1s2.10f""","=""2F*""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""136.80""","=""0.04""","=""""","=""2.97e+08""",A,"=""[1785115.0]""","=""[1858215.1]""","=""1s2.7h""","=""2H*""","=""""","=""1s2.10i""","=""2I""","=""""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""136.83""","=""0.04""","=""""","=""2.44e+07""",A,"=""[1785103]""","=""[1858187]""","=""1s2.7f""","=""2F*""","=""""","=""1s2.10d""","=""2D""","=""""",,"=""T7495""","=""""",
Ne,4,"=""136.8423""","=""0.0010""","=""136.8423""","=""0.0009""","=""1""","=""""",,"=""577349.56+z""","=""650426.4+z""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""""","=""L12402""",
Ne,8,"=""""","=""""","=""137.16""","=""0.05""","=""""","=""5.99e+07""",A,"=""[1784078]""","=""[1856983]""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""137.24""","=""0.06""","=""""","=""1.20e+08""",A,"=""[1784116]""","=""[1856983]""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""137.29""","=""0.05""","=""""","=""2.36e+07""",A,"=""[1785029]""","=""[1857869]""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.10p""","=""2P*""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""137.31""","=""0.05""","=""""","=""5.30e+07""",A,"=""[1785041]""","=""[1857869]""","=""1s2.7d""","=""2D""","=""5/2""","=""1s2.10p""","=""2P*""","=""""",,"=""T7495LS""","=""""",
Ne,4,"=""137.3918""","=""0.0010""","=""137.3919""","=""0.0008""","=""2""","=""""",,"=""577145.29+z""","=""649929.8+z""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",,"=""""","=""L12402""",
Ne,4,"=""137.4484""","=""0.0010""","=""137.4487""","=""0.0006""","=""11""","=""""",,"=""488500.56+z""","=""561254.99+z""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""",,"=""""","=""L2677""",
Ne,2,"=""137.462""","=""0.001""","=""137.461517""","=""0.000011""","=""4""","=""""",,"=""246192.4130""","=""318940.046""","=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).7s""","=""4P""","=""3/2""",,"=""""","=""L11529c153""",
Ne,3,"=""137.5023""","=""""","=""137.50226""","=""0.00016""","=""300""","=""2.1e+08""",D,"=""387962.12""","=""460688.20""","=""2s2.2p3.(2D*).3p""","=""1P""","=""1""","=""2s2.2p3.(2D*).4s""","=""1D*""","=""2""",,"=""T8046""","=""L11529""",
Ne,4,"=""137.5810""","=""0.0010""","=""137.5822""","=""0.0008""","=""1""","=""""",,"=""577246.0+z""","=""649929.8+z""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",,"=""""","=""L12402""",
Ne,2,"=""137.608""","=""0.001""","=""137.60743""","=""0.00021""","=""6""","=""""",,"=""246192.4130""","=""318862.91""","=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).6d""","=""2F""","=""5/2""",,"=""""","=""L11529""",
Ne,4,"=""137.7492""","=""0.0010""","=""137.7489""","=""0.0006""","=""1""","=""""",,"=""536823.12+z""","=""609419.00+z""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""",,"=""""","=""L12402""",
Ne,2,"=""138.1509""","=""0.0005""","=""138.150739""","=""0.000004""","=""80""","=""""",,"=""219648.4248""","=""292033.1263""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""138.1894""","=""0.0005""","=""138.189770""","=""0.000006""","=""22""","=""""",,"=""219130.7609""","=""291495.0176""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).4p""","=""4D*""","=""5/2""",,"=""""","=""L1406""",
Ne,3,"=""138.2677""","=""""","=""138.2686""","=""0.0003""","=""180""","=""3.1e+08""",D,"=""440887.276""","=""513210.29""","=""2s2.2p3.(2D*).3d""","=""1F*""","=""3""","=""2s2.2p3.(2D*).5f""","=""1G""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""138.3344""","=""""","=""138.3345""","=""0.0003""","=""70""","=""""",,"=""439748.13""","=""512036.7""","=""2s2.2p3.(2D*).3d""","=""1D*""","=""2""","=""2s2.2p3.(2P*).4f""","=""1F""","=""3""",,"=""""","=""L10704""",
Ne,3,"=""138.3656""","=""""","=""138.3654""","=""0.0004""","=""100""","=""""",,"=""440887.276""","=""513159.7""","=""2s2.2p3.(2D*).3d""","=""1F*""","=""3""","=""2s2.2p3.(2D*).5f""","=""3H""","=""4""",,"=""""","=""L10704""",
Ne,6,"=""""","=""""","=""138.4""","=""0.4""","=""""","=""8.3e+07""",C,"=""[1039100]?""","=""1111379""","=""2s.2p.(1P*).3d""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""138.5""","=""0.6""","=""""","=""9.9e+07""",C,"=""1039200?""","=""1111379""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192c91,LS""","=""""",
Ne,6,"=""""","=""""","=""138.5""","=""0.6""","=""""","=""1.7e+07""",C,"=""1039200?""","=""1111379""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192c91,LS""","=""""",
Ne,2,"=""138.5937""","=""0.0005""","=""138.593544""","=""0.000006""","=""60""","=""""",,"=""219648.4248""","=""291801.858""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).4p""","=""4D*""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""138.7515""","=""0.0005""","=""138.751585""","=""0.000006""","=""160""","=""""",,"=""219130.7609""","=""291202.0096""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).4p""","=""4D*""","=""7/2""",,"=""""","=""L1406""",
Ne,2,"=""138.7665""","=""0.0005""","=""138.766129""","=""0.000008""","=""40""","=""""",,"=""246192.4130""","=""318256.108""","=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).7s""","=""4P""","=""5/2""",,"=""""","=""L1406""",
