element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,2,"=""31.9577""","=""0.0003""","=""31.957082""","=""0.000009""","=""5*""","=""""",,"=""780.4240""","=""313700.1049""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L12157c153""",
Ne,2,"=""31.9577""","=""0.0003""","=""31.958738""","=""0.000009""","=""5*""","=""""",,"=""0.0000""","=""312903.4650""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L12157c153""",
Ne,2,"=""31.9625""","=""0.0010""","=""31.961981""","=""0.000009""","=""4""","=""""",,"=""780.4240""","=""313652.1424""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L12157c153""",
Ne,2,"=""31.9852""","=""0.0003""","=""31.985150""","=""0.000009""","=""168""","=""""",,"=""780.4240""","=""313425.5082""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""2P""","=""3/2""",,"=""""","=""L12157c153""",
Ne,2,"=""31.9924""","=""0.0003""","=""31.992447""","=""0.000009""","=""140""","=""""",,"=""0.0000""","=""312573.7745""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L12157c153""",
Ne,2,"=""31.9995""","=""0.0003""","=""31.999536""","=""0.000009""","=""350""","=""""",,"=""0.0000""","=""312504.5327""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""5/2""",,"=""""","=""L12157c153""",
Ne,2,"=""32.0097""","=""0.0005""","=""32.010265""","=""0.000009""","=""15""","=""""",,"=""780.4240""","=""313180.2149""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L12157c153""",
Ne,7,"=""""","=""""","=""32.01""","=""0.05""","=""""","=""4.1e+07""",D,"=""1206150""","=""1518600""","=""1s2.2p.3p""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",,"=""T5633c91""","=""""",
Ne,2,"=""32.0156""","=""0.0003""","=""32.015562""","=""0.000009""","=""71""","=""""",,"=""780.4240""","=""313128.5294""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L12157c153""",
Ne,2,"=""32.0273""","=""0.0003""","=""32.026503""","=""0.000009""","=""66*""","=""""",,"=""780.4240""","=""313021.8155""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L12157c153""",
Ne,2,"=""32.0273""","=""0.0003""","=""32.028105""","=""0.000009""","=""66*""","=""""",,"=""780.4240""","=""313006.2024""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L12157c153""",
Ne,9,"=""""","=""""","=""31.8167""","=""0.0014""","=""""","=""2.75e+09""",AA,"=""(9083963)""","=""(9398263.8)""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,"=""T7543""","=""""",
Ne,2,"=""32.0722""","=""0.0003""","=""32.071353""","=""0.000009""","=""59*""","=""""",,"=""780.4240""","=""312585.170""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L12157c153""",
Ne,2,"=""32.0722""","=""0.0003""","=""32.072525""","=""0.000009""","=""59*""","=""""",,"=""780.4240""","=""312573.7745""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L12157c153""",
Ne,2,"=""32.0889""","=""0.0003""","=""32.088873""","=""0.000009""","=""7""","=""""",,"=""780.4240""","=""312414.9292""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""4D""","=""1/2""",,"=""""","=""L12157c153""",
Ne,9,"=""""","=""""","=""32.0118""","=""0.0014""","=""""","=""2.105e+06""",AA,"=""(9083963)""","=""(9396347.5)""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""3P*""","=""1""",,"=""T7543""","=""""",
Ne,3,"=""""","=""""","=""32.27045""","=""""","=""""","=""1.4e+05""",D,"=""0.000""","=""309881.041+x""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""",,"=""c52""","=""""",
Ne,7,"=""32.441""","=""0.010""","=""32.438""","=""0.006""","=""800bl""","=""1.4e+10""",C,"=""1025620.6""","=""1333900""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",,"=""T5633c91""","=""L9089""",
Ne,2,"=""32.4568""","=""0.0003""","=""32.456825""","=""0.000009""","=""""","=""""",,"=""0.0000""","=""308101.6076""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4s""","=""2D""","=""3/2""",,"=""""","=""L1406c153""",
Ne,2,"=""32.4568""","=""0.0003""","=""32.456863""","=""0.000009""","=""420""","=""""",,"=""0.0000""","=""308101.2468""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4s""","=""2D""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""32.5393""","=""0.0003""","=""32.539247""","=""0.000010""","=""230""","=""""",,"=""780.4240""","=""308101.6076""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4s""","=""2D""","=""3/2""",,"=""""","=""L1406""",
Ne,7,"=""32.541""","=""0.005""","=""32.543""","=""0.005""","=""440""","=""""",,"=""1148647""","=""1455930""","=""1s2.2p.3p""","=""1P""","=""1""","=""1s2.2p.4d""","=""1D*""","=""2""",,"=""""","=""L9089""",
Ne,2,"=""""","=""""","=""32.606505""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""306687.271""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2F""","=""5/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.651701""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""306262.755""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""""",
Ne,2,"=""32.6542""","=""0.0003""","=""32.653764""","=""0.000010""","=""80""","=""""",,"=""0.0000""","=""306243.4077""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""",,"=""""","=""L1406""",
Ne,7,"=""""","=""""","=""32.669""","=""0.013""","=""""","=""4.5e+08""",B,"=""1155120""","=""1461220""","=""1s2.2p.3p""","=""3D""","=""2""","=""1s2.2p.4d""","=""3D*""","=""3""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""32.67""","=""0.04""","=""""","=""3.0e+09""",B,"=""1154488""","=""1460600""","=""1s2.2p.3p""","=""3D""","=""1""","=""1s2.2p.4d""","=""3D*""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,2,"=""32.6787""","=""0.0003""","=""32.678558""","=""0.000010""","=""100""","=""""",,"=""0.0000""","=""306011.056""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",,"=""""","=""L1406""",
Ne,7,"=""32.681""","=""0.005""","=""32.681""","=""0.005""","=""180""","=""""",,"=""1155120""","=""1461110""","=""1s2.2p.3p""","=""3D""","=""2""","=""1s2.2p.4d""","=""3D*""","=""2""",,"=""""","=""L9089""",
Ne,2,"=""""","=""""","=""32.724414""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""305582.249""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""32.7262""","=""0.0003""","=""32.726055""","=""0.000010""","=""60""","=""""",,"=""0.0000""","=""305566.923""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""32.7355""","=""0.0005""","=""32.735118""","=""0.000010""","=""40c""","=""""",,"=""780.4240""","=""306262.755""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""L1406""",
Ne,7,"=""""","=""""","=""32.74""","=""0.04""","=""""","=""1.01e+09""",B,"=""1155120""","=""1460600""","=""1s2.2p.3p""","=""3D""","=""2""","=""1s2.2p.4d""","=""3D*""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,2,"=""32.7626""","=""0.0005""","=""32.762112""","=""0.000010""","=""40bl""","=""""",,"=""780.4240""","=""306011.056""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",,"=""""","=""L1406""",
Ne,7,"=""32.771""","=""0.011""","=""32.774""","=""0.016""","=""410*""","=""""",,"=""1138860""","=""1443980""","=""1s2.2p.3s""","=""1P*""","=""1""","=""1s2.2p.4p""","=""1P""","=""1""",,"=""""","=""L9089""",
Ne,7,"=""32.771""","=""0.011""","=""32.779""","=""0.011""","=""410*""","=""3.6e+09""",B,"=""1156150""","=""1461220""","=""1s2.2p.3p""","=""3D""","=""3""","=""1s2.2p.4d""","=""3D*""","=""3""",,"=""T5633c91,LS""","=""L9089""",
Ne,2,"=""32.8090""","=""0.0006""","=""32.808203""","=""0.000010""","=""40w*""","=""""",,"=""780.4240""","=""305582.249""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""32.8090""","=""0.0006""","=""32.809852""","=""0.000010""","=""40w*""","=""""",,"=""780.4240""","=""305566.923""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,9,"=""""","=""""","=""32.5163""","=""0.0017""","=""""","=""1.089e+08""",AA,"=""(9088867)""","=""(9396404.8)""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""2""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""32.5224""","=""0.0017""","=""""","=""5.45e+08""",AA,"=""(9088867)""","=""(9396347.5)""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""32.5150""","=""0.0018""","=""""","=""7.26e+06""",AA,"=""(9088854)""","=""(9396404.8)""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""32.5210""","=""0.0018""","=""""","=""1.816e+08""",AA,"=""(9088854)""","=""(9396347.5)""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""32.5224""","=""0.0018""","=""""","=""7.26e+08""",AA,"=""(9088854)""","=""(9396334.3)""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""32.5229""","=""0.0019""","=""""","=""6.10e+08""",AA,"=""(9088929)""","=""(9396404.8)""","=""1s.4d""","=""3D""","=""3""","=""1s.6p""","=""3P*""","=""2""",,"=""T7543LS""","=""""",
Ne,2,"=""""","=""""","=""32.847172""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""304440.2089""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.897522""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""303974.2630""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.902521""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""303928.0756""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""4P""","=""1/2""",,"=""""","=""""",
Ne,7,"=""32.918""","=""0.020""","=""32.919""","=""0.018""","=""270bl""","=""""",,"=""1154488""","=""1458260""","=""1s2.2p.3p""","=""3D""","=""1""","=""1s2.2s.5f""","=""3F*""","=""2""",,"=""""","=""L9089""",
Ne,2,"=""""","=""""","=""32.931592""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""304440.2089""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.946955""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""303518.1843""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""4P""","=""3/2""",,"=""""","=""""",
Ne,7,"=""32.972""","=""0.010""","=""32.971""","=""0.008""","=""530bl""","=""""",,"=""1155120""","=""1458419""","=""1s2.2p.3p""","=""3D""","=""2""","=""1s2.2s.5f""","=""3F*""","=""3""",,"=""""","=""L9089""",
Ne,2,"=""""","=""""","=""32.972842""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""303279.8915""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5s""","=""4P""","=""5/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.977409""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""303237.8943""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.982201""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""303974.2630""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5s""","=""2P""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.987226""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""303928.0756""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5s""","=""4P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""32.995482""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""303071.8002""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4P""","=""5/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""33.007544""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""302961.0417""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4F""","=""3/2""",,"=""""","=""""",
Ne,2,"=""33.0146""","=""0.0004""","=""33.015228""","=""0.000010""","=""12""","=""""",,"=""0.0000""","=""302890.5369""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2F""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""33.0205""","=""0.0004""","=""33.020817""","=""0.000010""","=""12""","=""""",,"=""0.0000""","=""302839.2693""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4F""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""33.021635""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""302831.7640""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""33.023249""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""302816.9602""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""33.031889""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""303518.1843""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5s""","=""4P""","=""3/2""",,"=""""","=""""",
Ne,7,"=""33.050""","=""0.005""","=""33.052""","=""0.005""","=""850""","=""""",,"=""1156150""","=""1458703""","=""1s2.2p.3p""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""4""",,"=""""","=""L9089""",
Ne,2,"=""33.0626""","=""0.0003""","=""33.062500""","=""0.000010""","=""12""","=""""",,"=""780.4240""","=""303237.8943""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""33.065960""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""302425.8139""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""""",
Ne,2,"=""33.0790""","=""0.0003""","=""33.078877""","=""0.000010""","=""40""","=""""",,"=""0.0000""","=""302307.7230""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""""","=""""","=""33.092791""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""302961.0417""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""4F""","=""3/2""",,"=""""","=""""",
Ne,2,"=""33.106""","=""0.003""","=""33.106307""","=""0.000010""","=""42*""","=""""",,"=""0.0000""","=""302057.2516""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4D""","=""1/2""",,"=""""","=""L3401""",
Ne,2,"=""33.106""","=""0.003""","=""33.106955""","=""0.000010""","=""42*""","=""""",,"=""780.4240""","=""302831.7640""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",,"=""""","=""L3401""",
Ne,2,"=""33.106""","=""0.003""","=""33.108577""","=""0.000010""","=""42*""","=""""",,"=""780.4240""","=""302816.9602""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""",,"=""""","=""L3401""",
Ne,2,"=""""","=""""","=""33.118288""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""301947.9789""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4D""","=""3/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""33.128415""","=""0.000010""","=""""","=""""",,"=""0.0000""","=""301855.6707""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""4D""","=""5/2""",,"=""""","=""""",
Ne,2,"=""33.150""","=""0.003""","=""33.151509""","=""0.000010""","=""82""","=""""",,"=""780.4240""","=""302425.8139""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L3401""",
Ne,2,"=""""","=""""","=""33.192065""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""302057.2516""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""4D""","=""1/2""",,"=""""","=""""",
Ne,2,"=""""","=""""","=""33.204108""","=""0.000010""","=""""","=""""",,"=""780.4240""","=""301947.9789""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""4D""","=""3/2""",,"=""""","=""""",
Ne,8,"=""33.208""","=""0.010""","=""33.2097""","=""0.0024""","=""700*""","=""1.82e+09""",A,"=""[1483912]""","=""[1785029]""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090""",
Ne,8,"=""33.208""","=""0.010""","=""33.231""","=""0.010""","=""700*""","=""2.19e+09""",A,"=""[1484117]""","=""[1785041]""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T7495""","=""L9090""",
Ne,8,"=""""","=""""","=""33.232""","=""0.004""","=""""","=""3.65e+08""",A,"=""[1484117]""","=""[1785029]""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,7,"=""""","=""""","=""33.33""","=""0.03""","=""""","=""9.7e+09""",B,"=""1028366.7""","=""1328390""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4d""","=""3D""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""""","=""""","=""33.35""","=""0.03""","=""""","=""7.3e+09""",B,"=""1028499.59""","=""1328390""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""33.356""","=""0.025""","=""33.359""","=""0.008""","=""m""","=""1.31e+10""",B,"=""1028499.59""","=""1328265""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""2""",,"=""T5633c91,LS""","=""L9089""",
Ne,7,"=""""","=""""","=""33.37""","=""0.03""","=""""","=""4.8e+08""",B,"=""1028755.1""","=""1328390""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""33.381""","=""0.005""","=""33.382""","=""0.004""","=""1000""","=""1.74e+10""",B,"=""1028755.1""","=""1328318""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""3""",,"=""T5633c91,LS""","=""L9089""",
Ne,7,"=""""","=""""","=""33.388""","=""0.008""","=""""","=""4.3e+09""",B,"=""1028755.1""","=""1328265""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""2""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""33.491""","=""0.011""","=""33.491""","=""0.015""","=""1300bl*""","=""""",,"=""1155120""","=""1453710""","=""1s2.2p.3p""","=""3D""","=""2""","=""1s2.2p.4d""","=""3F*""","=""3""",,"=""""","=""L9089""",
Ne,7,"=""33.491""","=""0.011""","=""33.501""","=""0.016""","=""1300bl*""","=""""",,"=""1154488""","=""1452990""","=""1s2.2p.3p""","=""3D""","=""1""","=""1s2.2p.4d""","=""3F*""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""33.572""","=""0.005""","=""33.572""","=""0.011""","=""1500*""","=""""",,"=""1165520""","=""1463390""","=""1s2.2p.3p""","=""3S""","=""1""","=""1s2.2p.4d""","=""3P*""","=""1""",,"=""""","=""L9089""",
Ne,7,"=""33.572""","=""0.005""","=""33.573""","=""0.006""","=""1500*""","=""""",,"=""1156150""","=""1454010""","=""1s2.2p.3p""","=""3D""","=""3""","=""1s2.2p.4d""","=""3F*""","=""4""",,"=""""","=""L9089""",
Ne,8,"=""""","=""""","=""33.604""","=""0.004""","=""""","=""4.50e+08""",A,"=""[1483912]""","=""[1781495]""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""33.627""","=""0.004""","=""""","=""9.0e+08""",A,"=""[1484117]""","=""[1781495]""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""33.803""","=""0.020""","=""33.7839""","=""0.0017""","=""1200bl*""","=""2.82e+09""",A,"=""[1489104]""","=""[1785103]""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7f""","=""2F*""","=""""",,"=""T7495LS""","=""L9090""",
Ne,8,"=""33.803""","=""0.020""","=""33.7910""","=""0.0019""","=""1200bl*""","=""1.81e+09""",A,"=""[1489166]""","=""[1785103]""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.7f""","=""2F*""","=""""",,"=""T7495LS""","=""L9090""",
Ne,8,"=""33.803""","=""0.020""","=""33.8209""","=""0.0019""","=""1200bl*""","=""2.55e+09""",A,"=""[1489436]""","=""[1785111.4]""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.7g""","=""2G""","=""""",,"=""T7495LS""","=""L9090""",
Ne,8,"=""33.803""","=""0.020""","=""33.8244""","=""0.0022""","=""1200bl*""","=""1.51e+09""",A,"=""[1489467]""","=""[1785111.4]""","=""1s2.4f""","=""2F*""","=""7/2""","=""1s2.7g""","=""2G""","=""""",,"=""T7495LS""","=""L9090""",
Ne,8,"=""""","=""""","=""33.829""","=""0.003""","=""""","=""2.23e+06""",A,"=""[1489436]""","=""[1785041]""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""33.830""","=""0.003""","=""""","=""4.70e+07""",A,"=""[1489436]""","=""[1785029]""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""33.832""","=""0.003""","=""""","=""4.46e+07""",A,"=""[1489467]""","=""[1785041]""","=""1s2.4f""","=""2F*""","=""7/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""33.897""","=""0.003""","=""""","=""2.73e+07""",A,"=""[1489104]""","=""[1784116]""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""33.901""","=""0.003""","=""""","=""2.75e+08""",A,"=""[1489104]""","=""[1784078]""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""33.904""","=""0.004""","=""""","=""2.46e+08""",A,"=""[1489166]""","=""[1784116]""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T7495""","=""""",
Ne,7,"=""34.223""","=""0.025""","=""34.228""","=""0.022""","=""150""","=""""",,"=""1172020""","=""1464180""","=""1s2.2p.3p""","=""3P""","=""1""","=""1s2.2p.4d""","=""3P*""","=""0""",,"=""""","=""L9089""",
Ne,7,"=""34.310""","=""0.025""","=""34.321""","=""0.015""","=""180""","=""""",,"=""1172020""","=""1463390""","=""1s2.2p.3p""","=""3P""","=""1""","=""1s2.2p.4d""","=""3P*""","=""1""",,"=""""","=""L9089""",
Ne,7,"=""34.419""","=""0.011""","=""34.414""","=""0.011""","=""350""","=""""",,"=""1172350""","=""1462930""","=""1s2.2p.3p""","=""3P""","=""2""","=""1s2.2p.4d""","=""3P*""","=""2""",,"=""""","=""L9089""",
Ne,7,"=""34.527""","=""0.011""","=""34.521""","=""0.008""","=""500""","=""""",,"=""1178270""","=""1467946""","=""1s2.2p.3d""","=""3F*""","=""3""","=""1s2.2p.4f""","=""1G""","=""4""",,"=""""","=""L9089""",
Ne,7,"=""""","=""""","=""34.59""","=""0.08""","=""""","=""7.1e+09""",B,"=""1171500""","=""1460600""","=""1s2.2p.3p""","=""3P""","=""0""","=""1s2.2p.4d""","=""3D*""","=""1""",,"=""T5633c91,LS""","=""""",
Ne,7,"=""34.635""","=""0.011""","=""34.618""","=""0.012""","=""1600bl*""","=""1.27e+10""",B,"=""1172350""","=""1461220""","=""1s2.2p.3p""","=""3P""","=""2""","=""1s2.2p.4d""","=""3D*""","=""3""",,"=""T5633c91,LS""","=""L9089""",
